num,data,1,3,5,7,9,11,13,15,17,19,21,23,25,qtd,soma,media
314, 14/04/08,1,.,5,.,9,11,13,15,.,19,21,.,.,8,94, 11.75
315, 17/04/08,.,3,5,.,.,11,13,.,17,19,21,23,.,8,112, 14.00
316, 22/04/08,1,3,.,7,.,.,13,15,.,19,.,23,.,7,81, 11.57
317, 24/04/08,1,.,5,.,9,11,.,.,.,19,21,.,25,7,91, 13.00
318, 28/04/08,.,3,5,.,9,11,13,15,.,.,21,23,25,9,125, 13.89
319, 02/05/08,1,3,.,.,9,.,.,.,17,19,.,23,.,6,72, 12.00
320, 05/05/08,1,3,.,.,9,11,.,15,17,19,21,23,25,10,144, 14.40
321, 08/05/08,.,3,.,.,9,11,13,.,17,.,.,.,25,6,78, 13.00
322, 12/05/08,1,3,5,7,.,.,13,15,17,.,21,23,.,9,105, 11.67
323, 15/05/08,1,3,.,7,9,.,.,.,17,19,21,23,25,9,125, 13.89
324, 19/05/08,1,3,.,7,9,.,.,.,.,.,21,23,.,6,64, 10.67
325, 23/05/08,1,.,5,7,.,.,.,15,.,19,.,23,25,7,95, 13.57
326, 26/05/08,1,.,.,7,.,11,13,15,17,.,.,.,25,7,89, 12.71
327, 29/05/08,1,3,.,.,.,.,13,15,17,19,21,23,.,8,112, 14.00
328, 02/06/08,.,3,5,.,.,11,13,15,.,19,21,23,25,9,135, 15.00
329, 05/06/08,1,3,.,.,9,.,13,.,17,.,21,23,25,8,112, 14.00
330, 09/06/08,1,.,5,.,9,.,.,15,17,19,.,23,25,8,114, 14.25
331, 12/06/08,1,3,5,7,.,.,13,15,.,19,21,23,25,10,132, 13.20
332, 16/06/08,.,3,5,7,.,11,.,.,.,19,21,23,25,8,114, 14.25
333, 19/06/08,1,.,5,.,9,11,13,15,.,.,21,23,25,9,123, 13.67
334, 23/06/08,1,.,.,7,.,11,13,15,17,.,21,23,25,9,133, 14.78
335, 26/06/08,1,3,.,7,9,11,.,.,17,19,21,.,.,8,88, 11.00
336, 30/06/08,1,3,5,.,.,11,.,15,17,19,.,.,25,8,96, 12.00
337, 03/07/08,1,3,5,7,9,11,.,.,.,19,.,23,.,8,78, 9.75
338, 07/07/08,.,3,5,7,9,.,.,15,17,19,21,.,25,9,121, 13.44
339, 10/07/08,1,.,5,.,.,.,13,15,.,19,21,23,.,7,97, 13.86
340, 14/07/08,.,3,5,.,9,11,.,.,.,19,21,.,25,7,93, 13.29
341, 17/07/08,1,.,5,7,9,11,13,.,.,19,21,.,25,9,111, 12.33
342, 21/07/08,1,3,.,.,.,11,13,15,.,19,21,23,25,9,131, 14.56
343, 24/07/08,.,3,5,.,.,11,13,15,.,19,.,.,25,7,91, 13.00
344, 28/07/08,.,3,5,.,9,11,13,15,.,.,21,.,25,8,102, 12.75
345, 31/07/08,.,.,.,7,9,11,.,15,.,19,21,23,25,8,130, 16.25
346, 04/08/08,1,3,5,.,.,.,.,15,17,.,21,23,.,7,85, 12.14
347, 07/08/08,.,3,5,7,9,11,.,15,.,19,.,.,25,8,94, 11.75
348, 11/08/08,1,.,5,7,.,.,.,.,17,19,21,.,25,7,95, 13.57
349, 14/08/08,1,.,5,7,.,.,.,.,17,19,.,.,25,6,74, 12.33
350, 18/08/08,1,3,.,7,9,.,13,15,.,.,.,23,25,8,96, 12.00
351, 21/08/08,1,3,5,7,.,11,.,.,17,19,.,23,.,8,86, 10.75
352, 25/08/08,1,3,.,.,9,.,13,15,17,19,.,.,.,7,77, 11.00
353, 28/08/08,.,3,.,7,9,11,13,.,17,19,21,23,.,9,123, 13.67
354, 01/09/08,1,.,.,7,9,.,.,.,17,19,21,23,.,7,97, 13.86
355, 04/09/08,.,.,.,7,9,11,13,15,.,19,.,23,25,8,122, 15.25
356, 08/09/08,.,.,5,.,9,11,13,15,.,19,.,.,25,7,97, 13.86
357, 11/09/08,1,.,5,.,9,11,13,.,17,19,21,23,25,10,144, 14.40
358, 15/09/08,.,.,.,.,9,11,.,15,17,.,.,23,25,6,100, 16.67
359, 18/09/08,.,.,.,7,.,11,13,.,17,19,21,.,25,7,113, 16.14
360, 22/09/08,1,3,5,7,9,11,.,.,17,19,.,23,.,9,95, 10.56
361, 25/09/08,1,.,.,7,9,.,13,15,17,19,.,23,.,8,104, 13.00
362, 29/09/08,1,3,5,7,.,.,13,.,17,.,.,23,.,7,69, 9.86
363, 02/10/08,.,3,.,.,9,11,13,15,17,.,21,23,.,8,112, 14.00
364, 06/10/08,.,3,.,7,9,11,13,15,.,19,21,.,.,8,98, 12.25
365, 09/10/08,.,3,5,.,.,11,.,15,.,19,.,23,25,7,101, 14.43
366, 13/10/08,.,3,5,.,9,11,13,15,17,.,21,23,25,10,142, 14.20
367, 16/10/08,1,.,.,7,9,.,13,15,17,.,21,.,.,7,83, 11.86
368, 20/10/08,.,3,5,.,.,11,13,15,17,19,21,.,.,8,104, 13.00
369, 23/10/08,1,3,5,7,9,11,.,15,.,.,21,23,.,9,95, 10.56
370, 27/10/08,.,3,.,7,9,11,.,.,17,19,.,23,25,8,114, 14.25
371, 30/10/08,1,3,5,7,9,.,13,15,.,.,.,.,25,8,78, 9.75
372, 03/11/08,.,3,5,.,.,.,13,.,17,19,.,23,25,7,105, 15.00
373, 06/11/08,.,.,.,.,9,11,13,15,17,19,21,23,.,8,128, 16.00
374, 10/11/08,1,3,.,.,9,.,13,.,.,.,21,23,25,7,95, 13.57
375, 13/11/08,1,.,5,7,.,11,13,.,17,19,.,.,25,8,98, 12.25
376, 17/11/08,.,3,.,.,.,.,13,15,.,.,21,.,25,5,77, 15.40
377, 20/11/08,1,3,.,7,9,11,13,15,17,19,.,.,.,9,95, 10.56
378, 24/11/08,.,3,.,.,.,.,13,15,.,19,21,23,25,7,119, 17.00
379, 27/11/08,.,3,5,7,.,11,13,.,17,.,21,.,25,8,102, 12.75
380, 01/12/08,.,3,.,7,9,11,.,.,17,.,.,23,25,7,95, 13.57
381, 04/12/08,1,3,.,7,9,.,13,15,17,19,21,.,25,10,130, 13.00
382, 08/12/08,.,3,.,7,9,11,.,15,.,.,21,.,.,6,66, 11.00
383, 11/12/08,.,3,5,7,9,11,.,15,.,.,.,23,25,8,98, 12.25
384, 15/12/08,1,3,.,7,.,11,13,15,17,19,21,.,25,10,132, 13.20
385, 18/12/08,1,.,5,.,.,.,13,15,.,.,.,23,25,6,82, 13.67
386, 22/12/08,1,3,.,7,9,11,.,15,.,19,21,23,25,10,134, 13.40
387, 26/12/08,.,3,.,.,9,11,.,15,.,19,21,23,.,7,101, 14.43
388, 29/12/08,1,3,5,7,9,11,.,15,17,.,21,.,.,9,89, 9.89
389, 02/01/09,.,3,5,.,9,.,13,.,17,19,.,23,25,8,114, 14.25
390, 05/01/09,.,.,5,7,.,11,13,15,.,19,21,.,25,8,116, 14.50
391, 08/01/09,1,3,.,.,9,.,13,15,.,.,21,23,25,8,110, 13.75
392, 12/01/09,1,3,.,.,.,11,.,15,17,.,21,23,25,8,116, 14.50
393, 15/01/09,1,3,.,7,.,11,.,.,17,.,21,23,25,8,108, 13.50
394, 19/01/09,.,.,5,7,.,.,13,.,.,.,21,23,.,5,69, 13.80
395, 22/01/09,1,.,.,.,9,11,13,15,17,.,21,23,25,9,135, 15.00
396, 26/01/09,1,3,5,7,9,11,13,15,.,.,.,.,.,8,64, 8.00
397, 29/01/09,1,3,5,.,9,.,13,15,.,.,.,.,25,7,71, 10.14
398, 02/02/09,.,3,5,7,9,.,13,.,.,.,21,.,.,6,58, 9.67
399, 05/02/09,1,.,.,7,9,11,.,.,17,19,21,23,.,8,108, 13.50
400, 09/02/09,1,.,5,.,9,.,.,15,17,19,21,23,.,8,110, 13.75
401, 12/02/09,1,3,5,7,.,.,.,.,17,.,21,23,25,8,102, 12.75
402, 16/02/09,1,.,.,7,9,11,.,.,.,.,21,23,25,7,97, 13.86
403, 19/02/09,.,.,.,7,9,11,13,15,.,19,21,.,25,8,120, 15.00
404, 26/02/09,1,.,5,.,.,11,13,.,.,.,21,.,25,6,76, 12.67
405, 02/03/09,.,.,5,7,.,11,13,.,.,19,.,.,25,6,80, 13.33
406, 05/03/09,1,.,5,7,9,11,.,.,17,.,21,23,.,8,94, 11.75
407, 09/03/09,.,.,.,7,9,11,.,15,17,.,.,.,25,6,84, 14.00
408, 12/03/09,1,3,.,.,.,11,.,15,.,19,21,23,.,7,93, 13.29
409, 16/03/09,1,.,.,7,.,.,.,.,17,.,21,23,25,6,94, 15.67
410, 19/03/09,1,.,5,7,9,11,13,15,17,19,.,.,25,10,122, 12.20
411, 23/03/09,1,.,5,7,9,11,.,.,17,.,21,.,25,8,96, 12.00
412, 26/03/09,.,3,.,.,9,11,.,.,17,19,21,.,25,7,105, 15.00
413, 30/03/09,.,3,5,.,9,.,13,.,17,.,21,.,25,7,93, 13.29
414, 02/04/09,.,3,5,.,9,11,.,15,.,19,21,.,25,8,108, 13.50
415, 06/04/09,1,3,.,7,.,11,13,15,17,19,21,23,.,10,130, 13.00
416, 09/04/09,1,.,5,7,.,.,13,15,.,19,.,23,25,8,108, 13.50
417, 15/04/09,1,3,.,.,9,11,13,15,17,19,21,23,.,10,132, 13.20
418, 16/04/09,.,.,5,.,9,11,13,.,.,19,.,23,25,7,105, 15.00
419, 20/04/09,.,3,5,7,.,.,.,15,17,.,21,23,.,7,91, 13.00
420, 23/04/09,.,3,5,7,9,11,.,.,.,19,.,.,25,7,79, 11.29
421, 27/04/09,.,3,5,.,9,.,13,15,.,19,.,23,25,8,112, 14.00
422, 30/04/09,1,3,.,7,.,.,13,.,17,.,.,23,25,7,89, 12.71
423, 04/05/09,1,3,5,.,.,11,13,15,17,.,.,23,25,9,113, 12.56
424, 07/05/09,1,3,.,.,9,11,13,15,17,19,.,.,25,9,113, 12.56
425, 11/05/09,1,.,.,7,9,11,13,15,.,19,.,23,.,8,98, 12.25
426, 14/05/09,.,3,5,.,.,11,.,15,.,19,.,.,25,6,78, 13.00
427, 18/05/09,1,3,5,7,9,11,.,.,.,19,21,.,.,8,76, 9.50
428, 21/05/09,1,3,.,.,.,11,13,15,17,19,21,23,.,9,123, 13.67
429, 25/05/09,.,3,5,7,.,.,13,.,17,19,.,23,25,8,112, 14.00
430, 28/05/09,.,3,5,7,9,11,13,15,.,.,.,23,25,9,111, 12.33
431, 01/06/09,1,3,5,.,9,11,13,15,.,.,21,23,.,9,101, 11.22
432, 04/06/09,.,3,.,7,.,.,13,15,17,19,21,23,.,8,118, 14.75
433, 08/06/09,1,3,5,7,9,.,.,15,.,19,21,23,25,10,128, 12.80
434, 12/06/09,.,3,.,.,9,11,13,15,17,.,21,23,25,9,137, 15.22
435, 15/06/09,1,3,5,.,.,11,13,15,17,.,21,.,25,9,111, 12.33
436, 18/06/09,.,3,.,7,.,.,13,15,.,19,21,23,25,8,126, 15.75
437, 22/06/09,1,.,5,.,.,11,.,.,17,19,21,23,.,7,97, 13.86
438, 25/06/09,1,.,.,7,9,11,13,15,17,.,21,23,25,10,142, 14.20
439, 29/06/09,.,3,5,.,9,11,.,15,17,19,21,23,25,10,148, 14.80
440, 02/07/09,1,3,5,.,9,.,13,15,.,19,21,.,25,9,111, 12.33
441, 06/07/09,1,3,.,7,9,11,13,.,.,.,.,23,25,8,92, 11.50
442, 09/07/09,.,.,5,7,9,.,13,15,17,.,.,23,25,8,114, 14.25
443, 13/07/09,1,3,5,7,.,11,.,.,17,19,21,23,.,9,107, 11.89
444, 16/07/09,1,3,.,7,.,.,.,15,.,19,21,.,25,7,91, 13.00
445, 20/07/09,1,.,.,7,9,11,13,15,.,19,21,.,.,8,96, 12.00
446, 23/07/09,1,.,5,.,.,11,.,15,.,19,21,23,.,7,95, 13.57
447, 27/07/09,1,.,5,.,.,.,.,.,17,19,21,.,25,6,88, 14.67
448, 30/07/09,1,3,5,.,9,11,13,15,17,.,.,23,.,9,97, 10.78
449, 03/08/09,1,3,.,.,9,11,.,.,17,19,.,.,25,7,85, 12.14
450, 06/08/09,.,.,5,7,9,11,.,.,17,.,21,23,25,8,118, 14.75
451, 10/08/09,1,3,5,.,9,.,.,15,17,19,.,23,25,9,117, 13.00
452, 13/08/09,1,.,.,7,9,11,.,.,17,19,.,.,25,7,89, 12.71
453, 17/08/09,1,3,.,.,9,11,.,15,17,19,21,.,25,9,121, 13.44
454, 20/08/09,.,3,.,7,.,11,13,15,17,19,.,.,25,8,110, 13.75
455, 24/08/09,1,3,5,7,.,11,.,.,.,19,21,23,25,9,115, 12.78
456, 27/08/09,1,3,.,.,9,11,13,.,17,.,21,23,25,9,123, 13.67
457, 31/08/09,1,.,5,.,.,11,13,15,.,19,21,23,25,9,133, 14.78
458, 03/09/09,.,3,5,7,9,11,13,15,.,.,.,.,.,7,63, 9.00
459, 08/09/09,1,3,.,7,.,11,.,15,17,19,21,23,.,9,117, 13.00
460, 10/09/09,1,3,.,.,9,11,.,15,17,19,.,23,.,8,98, 12.25
461, 14/09/09,.,3,5,7,.,11,13,15,17,19,.,23,.,9,113, 12.56
462, 17/09/09,1,3,5,7,.,.,.,.,17,.,21,23,.,7,77, 11.00
463, 21/09/09,.,3,.,7,9,11,13,.,17,19,.,23,25,9,127, 14.11
464, 24/09/09,1,.,5,.,.,11,.,.,17,19,21,23,25,8,122, 15.25
465, 28/09/09,1,3,.,7,9,11,13,.,.,19,21,.,25,9,109, 12.11
466, 01/10/09,.,.,.,7,.,11,.,.,17,19,21,.,25,6,100, 16.67
467, 05/10/09,.,.,5,7,.,.,13,15,17,.,21,.,25,7,103, 14.71
468, 08/10/09,.,3,5,.,9,.,13,15,17,.,21,.,25,8,108, 13.50
469, 13/10/09,1,.,5,7,.,11,13,.,.,19,.,23,25,8,104, 13.00
470, 15/10/09,1,3,5,7,.,11,13,15,.,.,.,23,.,8,78, 9.75
471, 19/10/09,.,3,.,.,9,11,13,15,.,.,.,.,25,6,76, 12.67
472, 22/10/09,1,.,5,7,.,11,13,15,17,.,.,.,.,7,69, 9.86
473, 27/10/09,1,.,5,7,9,11,.,15,17,19,.,23,25,10,132, 13.20
474, 29/10/09,1,3,5,.,9,11,.,15,17,.,21,23,.,9,105, 11.67
475, 03/11/09,.,3,5,.,9,11,13,.,17,.,21,23,25,9,127, 14.11
476, 05/11/09,1,.,5,7,9,11,13,15,17,19,.,.,25,10,122, 12.20
477, 09/11/09,.,.,.,7,.,11,.,.,.,.,.,23,25,4,66, 16.50
478, 12/11/09,.,3,5,7,9,11,13,.,.,.,.,23,25,8,96, 12.00
479, 16/11/09,.,3,5,.,.,11,13,15,.,19,.,23,25,8,114, 14.25
480, 19/11/09,.,.,5,7,9,11,.,15,17,19,.,.,25,8,108, 13.50
481, 23/11/09,1,3,5,7,9,.,13,15,17,.,21,.,.,9,91, 10.11
482, 26/11/09,.,.,.,7,9,.,.,15,17,19,21,23,25,8,136, 17.00
483, 30/11/09,1,.,5,7,9,11,.,.,17,.,21,23,.,8,94, 11.75
484, 03/12/09,1,.,.,.,9,11,13,.,17,.,21,23,25,8,120, 15.00
485, 07/12/09,.,3,5,7,.,11,.,.,17,.,21,.,25,7,89, 12.71
486, 10/12/09,1,3,5,7,9,11,13,15,.,19,21,.,.,10,104, 10.40
487, 14/12/09,.,.,5,7,9,.,.,15,17,19,21,.,.,7,93, 13.29
488, 17/12/09,.,.,5,7,.,11,13,15,17,.,.,.,25,7,93, 13.29
489, 21/12/09,1,.,5,7,.,11,.,.,17,19,21,23,25,9,129, 14.33
490, 24/12/09,.,3,5,.,.,11,13,.,17,.,21,23,.,7,93, 13.29
491, 28/12/09,1,3,.,7,9,11,13,.,.,.,21,23,25,9,113, 12.56
492, 31/12/09,1,3,.,.,.,11,.,15,.,19,21,.,25,7,95, 13.57
493, 04/01/10,1,.,5,7,.,.,13,15,17,.,21,.,25,8,104, 13.00
494, 07/01/10,.,3,5,7,.,.,13,15,.,19,21,.,.,7,83, 11.86
495, 11/01/10,1,3,.,7,9,11,13,15,17,19,.,.,25,10,120, 12.00
496, 14/01/10,.,3,5,7,9,11,13,15,17,19,21,.,.,10,120, 12.00
497, 18/01/10,1,3,5,.,9,11,.,.,17,19,.,23,25,9,113, 12.56
498, 21/01/10,1,.,5,.,.,11,13,15,.,.,.,23,25,7,93, 13.29
499, 25/01/10,1,3,.,7,.,11,.,15,17,19,21,.,25,9,119, 13.22
500, 28/01/10,.,3,5,.,9,.,13,.,.,.,21,23,25,7,99, 14.14
501, 01/02/10,1,3,.,.,9,.,.,15,17,19,21,23,25,9,133, 14.78
502, 04/02/10,1,3,5,.,.,11,13,.,.,19,.,23,.,7,75, 10.71
503, 08/02/10,1,3,5,7,.,11,.,15,17,.,21,.,25,9,105, 11.67
504, 11/02/10,1,.,.,.,9,.,13,15,17,19,21,23,.,8,118, 14.75
505, 13/02/10,.,3,.,7,9,11,.,15,17,19,21,.,.,8,102, 12.75
506, 18/02/10,.,.,5,.,9,11,13,15,17,19,21,.,.,8,110, 13.75
507, 22/02/10,1,3,5,.,9,11,.,.,.,.,21,23,25,8,98, 12.25
508, 25/02/10,.,3,5,7,9,.,.,15,.,19,.,23,25,8,106, 13.25
509, 01/03/10,1,3,5,.,9,11,.,15,17,19,.,.,25,9,105, 11.67
510, 04/03/10,1,3,.,7,.,11,13,.,.,.,21,23,25,8,104, 13.00
511, 08/03/10,1,.,5,7,.,11,13,.,17,19,21,.,25,9,119, 13.22
512, 12/03/10,1,.,5,7,9,.,13,15,.,.,21,.,.,7,71, 10.14
513, 15/03/10,1,3,.,.,9,11,13,15,17,.,.,23,25,9,117, 13.00
514, 18/03/10,1,.,5,7,9,11,.,15,17,.,21,.,25,9,111, 12.33
515, 22/03/10,.,3,5,7,9,11,13,.,17,.,.,.,25,8,90, 11.25
516, 25/03/10,.,.,5,7,.,11,13,.,.,.,21,23,.,6,80, 13.33
517, 29/03/10,1,3,5,7,9,11,13,.,17,.,21,23,.,10,110, 11.00
518, 01/04/10,.,.,5,7,.,11,13,.,17,19,.,.,.,6,72, 12.00
519, 05/04/10,.,3,.,7,9,11,13,15,17,19,21,23,25,11,163, 14.82
520, 08/04/10,.,.,5,.,9,.,.,15,.,19,.,23,.,5,71, 14.20
521, 12/04/10,1,3,5,.,9,11,13,.,17,19,.,23,.,9,101, 11.22
522, 15/04/10,.,.,.,7,9,11,.,.,17,19,21,23,25,8,132, 16.50
523, 19/04/10,.,.,5,.,9,11,13,.,17,19,.,.,25,7,99, 14.14
524, 22/04/10,.,3,5,7,.,11,.,.,17,.,21,23,.,7,87, 12.43
525, 26/04/10,.,3,.,.,9,11,13,15,17,.,21,.,25,8,114, 14.25
526, 29/04/10,1,.,.,7,9,11,.,15,.,19,.,.,25,7,87, 12.43
527, 03/05/10,1,.,5,.,9,11,.,15,17,19,.,23,.,8,100, 12.50
528, 06/05/10,.,3,.,7,.,11,.,15,.,19,21,23,25,8,124, 15.50
529, 10/05/10,.,3,5,7,.,11,.,.,17,19,.,23,25,8,110, 13.75
530, 13/05/10,.,3,.,7,9,11,.,.,.,.,21,23,.,6,74, 12.33
531, 17/05/10,1,3,.,7,.,.,13,15,17,.,21,23,25,9,125, 13.89
532, 20/05/10,1,.,5,7,9,11,13,15,.,19,.,.,.,8,80, 10.00
533, 24/05/10,1,3,.,.,9,11,13,.,17,.,.,.,25,7,79, 11.29
534, 27/05/10,1,3,5,7,.,11,13,15,.,19,21,.,.,9,95, 10.56
535, 31/05/10,1,.,5,.,9,11,13,15,17,19,21,23,25,11,159, 14.45
536, 04/06/10,.,3,5,7,9,11,.,15,17,19,.,23,25,10,134, 13.40
537, 07/06/10,1,.,.,.,9,11,.,15,17,.,.,23,.,6,76, 12.67
538, 10/06/10,.,.,5,.,.,11,13,.,17,19,21,.,25,7,111, 15.86
539, 14/06/10,1,.,5,.,9,.,13,15,.,19,21,23,.,8,106, 13.25
540, 17/06/10,.,.,.,7,9,11,13,15,.,19,.,.,.,6,74, 12.33
541, 21/06/10,.,3,5,.,9,.,13,15,17,19,.,.,25,8,106, 13.25
542, 24/06/10,1,3,5,.,9,.,13,.,17,.,.,.,.,6,48, 8.00
543, 28/06/10,1,.,5,7,.,11,13,15,17,.,.,.,25,8,94, 11.75
544, 01/07/10,.,.,5,7,9,11,13,15,.,19,21,23,.,9,123, 13.67
545, 05/07/10,1,3,5,7,.,11,13,15,17,.,.,23,25,10,120, 12.00
546, 08/07/10,.,3,5,.,9,11,13,.,17,19,21,23,.,9,121, 13.44
547, 12/07/10,1,.,5,.,9,.,.,.,17,19,.,.,25,6,76, 12.67
548, 15/07/10,1,3,5,7,9,.,13,.,17,.,.,23,25,9,103, 11.44
549, 19/07/10,.,3,.,7,9,11,13,15,17,.,21,23,.,9,119, 13.22
550, 22/07/10,1,.,5,7,9,11,13,.,17,.,21,.,.,8,84, 10.50
551, 26/07/10,.,3,.,7,.,.,13,.,17,19,21,.,.,6,80, 13.33
552, 29/07/10,1,3,5,.,.,.,13,.,17,.,.,23,25,7,87, 12.43
553, 02/08/10,.,.,5,7,9,.,13,15,17,.,21,23,.,8,110, 13.75
554, 05/08/10,1,3,.,.,9,.,13,.,17,19,21,.,25,8,108, 13.50
555, 09/08/10,1,.,.,7,9,.,.,.,17,.,.,23,.,5,57, 11.40
556, 12/08/10,1,.,.,.,9,11,13,.,17,.,.,23,25,7,99, 14.14
557, 16/08/10,1,.,5,7,9,.,.,15,17,19,21,23,.,9,117, 13.00
558, 19/08/10,1,3,5,7,.,.,.,.,17,.,21,.,25,7,79, 11.29
559, 23/08/10,1,.,5,7,9,11,13,.,.,19,21,23,.,9,109, 12.11
560, 26/08/10,1,.,.,.,9,.,.,.,17,19,21,23,25,7,115, 16.43
561, 30/08/10,.,3,.,7,9,11,13,15,17,.,21,.,.,8,96, 12.00
562, 02/09/10,1,3,5,7,.,.,13,.,.,19,21,.,.,7,69, 9.86
563, 06/09/10,1,3,5,7,9,11,.,.,.,19,.,23,.,8,78, 9.75
564, 09/09/10,1,3,.,7,9,.,.,15,17,19,21,23,.,9,115, 12.78
565, 13/09/10,1,.,.,7,9,.,.,15,17,19,21,23,.,8,112, 14.00
566, 16/09/10,1,3,5,7,9,11,.,15,17,19,21,.,.,10,108, 10.80
567, 20/09/10,1,.,5,7,9,.,13,15,17,.,21,.,25,9,113, 12.56
568, 23/09/10,1,.,5,7,9,.,13,15,17,.,21,.,.,8,88, 11.00
569, 27/09/10,1,.,.,7,.,.,13,.,17,19,.,.,25,6,82, 13.67
570, 30/09/10,1,3,5,.,.,.,.,15,.,19,21,23,.,7,87, 12.43
571, 04/10/10,.,3,5,7,.,11,.,15,.,19,21,.,25,8,106, 13.25
572, 07/10/10,.,.,5,.,9,.,13,15,17,19,21,.,.,7,99, 14.14
573, 11/10/10,1,3,.,7,.,11,.,.,.,.,.,23,25,6,70, 11.67
574, 14/10/10,1,.,5,.,.,11,13,.,.,19,21,23,25,8,118, 14.75
575, 18/10/10,.,3,5,.,9,.,13,15,17,19,21,.,.,8,102, 12.75
576, 21/10/10,.,.,.,.,9,11,13,15,17,19,21,23,25,9,153, 17.00
577, 25/10/10,1,3,5,.,.,.,.,15,.,19,21,23,.,7,87, 12.43
578, 28/10/10,1,.,.,7,.,.,13,15,.,19,21,23,.,7,99, 14.14
579, 01/11/10,1,3,5,7,.,.,13,.,17,19,21,.,.,8,86, 10.75
580, 04/11/10,1,.,.,7,9,.,13,.,17,.,21,.,25,7,93, 13.29
581, 08/11/10,.,.,.,.,9,11,13,15,17,19,21,23,25,9,153, 17.00
582, 11/11/10,.,3,.,7,9,11,13,15,17,19,21,23,25,11,163, 14.82
583, 16/11/10,1,3,.,7,9,11,.,.,17,19,21,23,.,9,111, 12.33
584, 18/11/10,.,3,5,7,.,11,.,15,.,19,21,23,.,8,104, 13.00
585, 22/11/10,1,.,5,7,9,.,13,15,17,.,.,23,.,8,90, 11.25
586, 25/11/10,.,3,.,7,.,11,.,.,17,19,.,.,25,6,82, 13.67
587, 29/11/10,1,.,5,7,9,11,13,.,17,19,21,23,.,10,126, 12.60
588, 02/12/10,1,.,5,7,.,11,13,.,17,19,.,23,25,9,121, 13.44
589, 06/12/10,.,3,.,.,9,.,13,.,.,.,21,23,25,6,94, 15.67
590, 09/12/10,1,3,.,.,9,11,13,15,.,19,21,.,.,8,92, 11.50
591, 13/12/10,1,.,.,7,.,11,.,15,17,19,21,23,.,8,114, 14.25
592, 16/12/10,1,3,5,.,9,.,.,15,17,19,.,.,.,7,69, 9.86
593, 20/12/10,1,3,5,.,9,11,13,15,.,.,.,23,25,9,105, 11.67
594, 23/12/10,.,3,.,7,9,11,13,15,.,.,.,23,25,8,106, 13.25
595, 27/12/10,1,.,5,7,9,11,.,15,17,19,21,.,25,10,130, 13.00
596, 30/12/10,.,3,.,7,9,11,.,.,17,19,.,23,25,8,114, 14.25
597, 03/01/11,1,3,5,.,9,11,.,.,17,.,.,.,25,7,71, 10.14
598, 06/01/11,1,3,5,7,.,11,.,15,.,19,21,.,25,9,107, 11.89
599, 10/01/11,.,.,5,7,9,.,13,.,.,.,21,23,.,6,78, 13.00
600, 13/01/11,1,3,5,.,9,11,.,.,17,19,.,23,25,9,113, 12.56
601, 17/01/11,1,3,5,7,9,11,13,.,.,19,.,.,25,9,93, 10.33
602, 20/01/11,1,.,5,7,9,11,13,.,.,.,.,23,25,8,94, 11.75
603, 24/01/11,.,.,5,.,.,.,13,15,.,19,21,23,.,6,96, 16.00
604, 27/01/11,1,.,.,7,9,.,13,15,.,19,.,.,25,7,89, 12.71
605, 31/01/11,.,3,5,7,.,11,13,.,17,.,21,23,25,9,125, 13.89
606, 03/02/11,.,3,.,7,.,.,.,15,.,.,.,23,25,5,73, 14.60
607, 07/02/11,.,3,5,7,9,.,.,15,17,19,21,.,25,9,121, 13.44
608, 10/02/11,1,3,5,7,.,.,13,.,17,19,.,23,25,9,113, 12.56
609, 14/02/11,1,.,.,7,9,11,.,15,.,19,.,23,25,8,110, 13.75
610, 17/02/11,1,.,.,7,.,.,13,15,.,.,21,.,25,6,82, 13.67
611, 21/02/11,.,3,5,.,9,.,13,.,.,19,21,23,.,7,93, 13.29
612, 24/02/11,1,3,.,7,9,.,13,15,17,19,.,23,25,10,132, 13.20
613, 28/02/11,.,.,5,7,.,11,13,.,17,.,.,23,25,7,101, 14.43
614, 03/03/11,1,.,5,7,9,11,13,.,17,19,.,23,.,9,105, 11.67
615, 05/03/11,1,.,.,7,.,11,.,.,17,19,21,23,25,8,124, 15.50
616, 10/03/11,1,.,.,.,9,.,.,15,17,19,21,.,25,7,107, 15.29
617, 14/03/11,1,3,5,7,.,.,.,15,.,19,21,.,25,8,96, 12.00
618, 17/03/11,1,.,5,7,9,.,13,.,17,19,21,.,.,8,92, 11.50
619, 21/03/11,1,3,.,7,9,.,13,.,17,19,21,23,25,10,138, 13.80
620, 24/03/11,1,.,5,7,.,11,.,15,.,19,21,.,.,7,79, 11.29
621, 28/03/11,1,3,5,.,9,.,.,15,.,.,.,.,25,6,58, 9.67
622, 31/03/11,.,3,5,7,9,11,13,15,17,.,21,.,.,9,101, 11.22
623, 04/04/11,1,3,5,.,9,11,.,15,.,.,.,23,25,8,92, 11.50
624, 07/04/11,1,.,5,7,9,11,.,.,17,.,21,.,.,7,71, 10.14
625, 11/04/11,1,3,.,.,.,11,13,15,17,.,.,23,.,7,83, 11.86
626, 14/04/11,1,3,5,7,9,11,13,.,17,19,21,23,.,11,129, 11.73
627, 18/04/11,1,3,.,.,.,.,.,15,17,.,21,23,25,7,105, 15.00
628, 20/04/11,.,3,.,7,9,11,13,15,.,19,.,23,25,9,125, 13.89
629, 25/04/11,1,.,5,7,9,.,.,15,17,19,21,.,25,9,119, 13.22
630, 28/04/11,1,.,.,7,.,.,13,.,17,.,.,23,25,6,86, 14.33
