num,data,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,qtd,soma,media
203, 19/03/07,.,.,.,.,.,.,.,8,9,10,11,.,.,.,15,16,.,.,19,20,21,22,.,.,.,10,151, 15.10
204, 22/03/07,1,.,.,.,.,6,.,.,9,10,.,12,13,.,.,.,.,18,19,20,21,.,.,.,.,10,129, 12.90
205, 26/03/07,1,.,.,.,5,6,7,8,.,.,.,.,13,.,.,.,.,.,19,20,.,.,23,24,.,10,126, 12.60
206, 29/03/07,1,.,.,4,.,6,7,.,.,10,.,.,.,.,.,.,.,18,19,.,.,.,23,24,25,10,137, 13.70
207, 02/04/07,.,.,.,.,5,.,7,8,.,.,11,.,.,.,.,16,.,18,.,.,21,.,23,24,25,10,158, 15.80
208, 05/04/07,.,2,.,.,5,.,.,8,.,.,.,.,13,.,.,.,17,18,.,20,21,22,.,.,25,10,151, 15.10
209, 09/04/07,.,2,.,4,.,.,.,8,.,.,11,12,13,.,.,16,17,.,.,20,.,.,23,.,.,10,126, 12.60
210, 12/04/07,1,2,.,4,.,6,.,8,.,.,.,12,.,.,.,.,17,.,19,20,.,.,.,.,25,10,114, 11.40
211, 16/04/07,.,.,3,.,5,.,7,.,9,.,.,.,13,.,15,.,.,.,19,20,21,.,23,.,.,10,135, 13.50
212, 19/04/07,.,2,.,.,5,.,7,.,.,.,.,.,13,.,15,.,17,18,.,.,21,.,.,24,25,10,147, 14.70
213, 23/04/07,.,2,.,.,.,6,7,.,.,.,.,12,13,14,15,.,17,.,.,20,.,22,.,.,.,10,128, 12.80
214, 26/04/07,.,.,.,.,5,6,7,8,.,10,.,12,.,.,.,16,17,.,.,.,21,.,23,.,.,10,125, 12.50
215, 30/04/07,.,2,.,.,.,6,.,8,.,10,.,.,13,.,.,16,.,.,.,20,21,22,.,24,.,10,142, 14.20
216, 03/05/07,1,.,.,.,.,.,.,8,.,.,.,12,.,14,15,16,.,18,.,20,.,22,23,.,.,10,149, 14.90
217, 07/05/07,1,.,.,.,.,.,.,8,.,.,.,.,13,14,15,.,.,18,.,20,.,22,23,24,.,10,158, 15.80
218, 10/05/07,1,.,3,4,.,6,.,.,9,10,.,.,.,.,.,.,.,18,19,.,.,.,23,24,.,10,117, 11.70
219, 14/05/07,1,.,.,4,5,.,7,.,.,10,.,12,13,.,15,.,.,.,.,20,21,.,.,.,.,10,108, 10.80
220, 17/05/07,1,2,3,4,.,6,7,8,.,.,11,.,.,.,.,.,.,.,19,.,.,22,.,.,.,10,83, 8.30
221, 21/05/07,.,.,.,4,5,.,.,.,9,.,11,.,13,14,15,.,.,18,.,.,.,22,.,24,.,10,135, 13.50
222, 24/05/07,.,2,.,.,.,.,.,.,.,10,11,.,13,14,.,16,17,.,19,20,.,.,.,.,25,10,147, 14.70
223, 28/05/07,1,.,3,.,5,6,.,8,.,.,.,.,.,.,15,.,17,18,19,.,.,.,.,.,25,10,117, 11.70
224, 31/05/07,1,2,3,.,5,.,7,.,.,.,.,.,.,14,.,16,17,.,.,.,.,22,.,.,25,10,112, 11.20
225, 04/06/07,.,.,.,4,.,6,.,.,9,10,11,12,.,.,.,16,17,.,.,.,21,.,.,24,.,10,130, 13.00
226, 08/06/07,1,2,3,.,.,6,7,.,9,.,.,12,.,.,.,.,.,.,.,.,.,22,23,24,.,10,109, 10.90
227, 11/06/07,.,2,3,4,.,6,.,.,.,.,11,.,13,.,.,16,.,.,.,.,.,.,23,24,25,10,127, 12.70
228, 14/06/07,1,.,3,.,5,6,7,8,9,.,.,.,.,.,.,.,.,.,.,.,21,22,23,.,.,10,105, 10.50
229, 18/06/07,1,.,3,4,5,.,7,.,.,.,.,.,.,.,.,.,.,18,19,.,21,22,.,24,.,10,124, 12.40
230, 21/06/07,.,.,.,.,.,.,7,.,9,.,.,12,.,.,.,16,.,18,19,20,21,.,23,.,25,10,170, 17.00
231, 25/06/07,.,.,3,4,.,.,.,8,9,.,11,.,13,14,.,.,.,.,.,20,.,22,23,.,.,10,127, 12.70
232, 28/06/07,1,2,3,.,.,.,7,8,.,10,.,.,.,.,15,.,.,.,19,20,.,22,.,.,.,10,107, 10.70
233, 02/07/07,.,.,.,.,.,.,.,.,.,10,11,.,.,.,15,16,.,18,.,20,.,22,23,24,25,10,184, 18.40
234, 05/07/07,.,.,.,.,.,6,7,8,.,10,.,.,.,.,.,16,.,18,19,20,.,.,23,.,25,10,152, 15.20
235, 09/07/07,.,2,3,4,5,6,7,.,9,.,11,.,.,.,.,.,.,.,.,20,.,22,.,.,.,10,89, 8.90
236, 12/07/07,.,2,.,.,.,6,.,.,.,10,11,.,.,14,.,.,17,18,19,20,.,.,.,24,.,10,141, 14.10
237, 16/07/07,1,2,3,.,.,.,.,8,.,10,11,.,.,14,.,.,17,.,.,.,.,.,.,24,25,10,115, 11.50
238, 19/07/07,.,2,.,.,5,.,7,8,9,10,.,.,.,.,.,16,.,18,.,.,.,22,.,.,25,10,122, 12.20
239, 23/07/07,.,2,.,4,.,.,.,8,.,.,11,12,.,.,.,.,17,18,.,20,21,.,.,24,.,10,137, 13.70
240, 26/07/07,.,.,3,.,5,6,7,8,.,.,.,12,.,.,.,.,17,.,.,20,.,.,.,24,25,10,127, 12.70
241, 30/07/07,1,2,.,.,.,6,7,.,.,10,11,.,.,.,.,16,.,18,19,.,.,22,.,.,.,10,112, 11.20
242, 02/08/07,1,.,3,4,.,.,7,.,.,10,11,12,.,.,.,.,.,.,.,20,.,.,.,24,25,10,117, 11.70
243, 06/08/07,.,.,.,.,.,6,.,8,9,10,11,.,.,14,15,.,.,.,19,.,.,22,.,24,.,10,138, 13.80
244, 09/08/07,1,2,.,4,.,.,.,8,.,.,.,.,13,.,.,16,17,.,19,.,.,.,23,.,25,10,128, 12.80
245, 13/08/07,.,.,3,4,5,.,.,8,.,.,.,.,13,.,.,.,17,.,.,20,21,22,23,.,.,10,136, 13.60
246, 16/08/07,.,2,3,.,.,6,.,.,.,.,11,.,.,14,.,16,.,.,19,20,.,22,23,.,.,10,136, 13.60
247, 20/08/07,.,.,.,.,5,6,.,.,.,10,11,12,13,.,.,.,.,18,.,20,21,.,.,24,.,10,140, 14.00
248, 23/08/07,.,.,3,4,.,6,7,.,.,.,.,.,.,14,.,.,17,18,.,.,.,22,23,24,.,10,138, 13.80
249, 27/08/07,1,2,3,.,.,6,.,.,.,.,11,.,13,.,.,16,.,.,19,20,.,.,.,24,.,10,115, 11.50
250, 30/08/07,.,.,.,4,.,6,7,8,.,.,11,.,.,14,.,.,.,.,.,20,.,22,.,24,25,10,141, 14.10
251, 03/09/07,1,2,.,.,.,.,7,8,.,.,11,12,.,14,.,.,17,.,.,20,.,.,.,24,.,10,116, 11.60
252, 06/09/07,1,.,.,.,5,.,7,.,9,10,.,12,13,.,.,16,.,.,.,20,21,.,.,.,.,10,114, 11.40
253, 10/09/07,.,2,3,.,.,.,.,.,9,10,.,.,.,14,.,16,17,.,.,20,.,.,.,24,25,10,140, 14.00
254, 13/09/07,1,.,.,.,.,.,.,.,.,10,.,12,.,.,.,.,17,18,19,.,21,22,.,24,25,10,169, 16.90
255, 17/09/07,.,.,.,.,5,.,7,8,.,.,11,12,13,.,.,.,.,18,19,20,.,.,.,.,25,10,138, 13.80
256, 20/09/07,.,.,3,4,5,.,.,.,.,.,11,.,.,14,.,.,17,.,19,.,21,.,23,.,25,10,142, 14.20
257, 24/09/07,.,2,.,4,5,.,.,8,.,.,11,.,.,.,15,.,.,.,.,20,21,.,23,.,25,10,134, 13.40
258, 27/09/07,1,.,3,.,.,.,7,8,.,10,11,.,.,.,15,16,.,18,.,.,.,.,23,.,.,10,112, 11.20
259, 01/10/07,1,2,.,4,.,.,.,.,.,.,11,12,13,14,.,16,17,.,.,.,.,.,23,.,.,10,113, 11.30
260, 04/10/07,.,2,.,.,.,.,.,.,.,10,.,12,.,.,15,16,17,.,.,.,21,22,23,.,25,10,163, 16.30
261, 08/10/07,.,.,3,.,.,.,.,8,9,10,.,12,.,14,.,.,.,18,.,.,.,22,23,24,.,10,143, 14.30
262, 11/10/07,1,2,.,.,5,.,.,.,.,10,11,.,.,.,.,16,.,18,19,.,.,22,.,.,25,10,129, 12.90
263, 15/10/07,.,2,3,.,5,6,.,.,.,.,.,12,13,.,.,.,17,.,.,20,.,22,.,.,25,10,125, 12.50
264, 18/10/07,.,2,.,.,5,.,7,.,.,10,11,.,.,14,15,.,17,18,.,.,.,.,.,24,.,10,123, 12.30
265, 22/10/07,.,2,3,4,.,6,.,.,9,10,.,.,.,14,.,.,.,.,.,.,21,.,23,.,25,10,117, 11.70
266, 25/10/07,.,2,.,.,.,.,.,8,.,10,.,12,13,.,.,16,17,.,.,20,.,.,23,.,25,10,146, 14.60
267, 29/10/07,1,.,.,.,.,.,7,8,.,10,.,.,.,.,.,16,.,18,19,20,.,22,.,.,25,10,146, 14.60
268, 01/11/07,1,2,3,4,.,.,.,.,.,.,11,.,13,.,.,.,17,.,.,.,21,22,.,24,.,10,118, 11.80
269, 05/11/07,.,.,3,.,5,.,7,8,9,.,11,12,.,.,.,.,.,.,.,20,21,.,.,.,25,10,121, 12.10
270, 08/11/07,.,2,.,.,.,.,.,.,.,10,11,12,13,.,15,.,17,.,.,20,21,22,.,.,.,10,143, 14.30
271, 12/11/07,.,.,3,.,.,.,7,.,9,10,.,.,13,14,15,.,17,.,.,.,.,22,23,.,.,10,133, 13.30
272, 16/11/07,.,.,3,.,.,6,7,.,.,10,.,.,.,14,.,16,.,18,19,.,21,22,.,.,.,10,136, 13.60
273, 19/11/07,.,2,3,4,.,.,.,8,9,.,11,.,13,14,.,.,.,.,.,.,.,22,23,.,.,10,109, 10.90
274, 22/11/07,1,.,3,.,.,.,.,8,9,.,.,.,13,.,.,16,.,18,19,.,.,22,.,24,.,10,133, 13.30
275, 26/11/07,.,2,.,4,.,.,7,.,.,.,.,.,13,.,.,16,.,.,19,.,21,.,23,24,25,10,154, 15.40
276, 29/11/07,1,.,.,.,.,6,.,8,9,.,.,.,.,14,15,16,.,.,.,.,21,.,23,24,.,10,137, 13.70
277, 03/12/07,1,.,3,.,5,6,7,8,.,.,.,.,.,.,15,.,.,18,19,20,.,.,.,.,.,10,102, 10.20
278, 06/12/07,.,.,.,4,.,.,7,8,.,10,.,.,.,14,.,16,.,18,.,20,.,22,.,24,.,10,143, 14.30
279, 10/12/07,.,.,.,4,.,.,7,8,.,.,.,.,.,14,15,16,.,.,.,20,21,.,.,24,25,10,154, 15.40
280, 13/12/07,1,2,.,.,.,.,7,8,.,.,.,12,.,14,.,.,.,18,.,.,21,22,23,.,.,10,128, 12.80
281, 17/12/07,.,.,.,.,5,6,7,.,.,.,.,.,13,.,.,16,.,18,.,20,21,22,.,24,.,10,152, 15.20
282, 20/12/07,1,.,.,.,5,6,.,.,9,10,.,.,.,14,.,.,17,18,.,.,.,.,23,24,.,10,127, 12.70
283, 22/12/07,.,.,3,.,5,.,7,.,.,.,.,.,.,14,15,16,17,18,.,.,21,.,.,.,25,10,141, 14.10
284, 27/12/07,.,2,.,4,.,.,.,8,9,10,.,.,.,14,.,16,.,18,.,20,.,.,.,24,.,10,125, 12.50
285, 29/12/07,.,2,3,.,.,6,7,.,.,.,.,.,.,.,.,.,17,18,.,20,21,.,.,24,25,10,143, 14.30
286, 03/01/08,.,.,.,.,5,6,.,8,.,.,.,.,.,14,15,16,17,18,.,20,.,22,.,.,.,10,141, 14.10
287, 07/01/08,1,.,3,4,.,.,.,8,9,.,11,.,.,14,.,.,.,.,19,20,.,.,.,24,.,10,113, 11.30
288, 10/01/08,.,.,.,.,5,.,7,8,.,.,11,.,.,.,.,16,17,.,.,20,21,22,23,.,.,10,150, 15.00
289, 14/01/08,.,.,.,.,5,.,7,.,.,.,11,.,13,.,.,16,.,18,.,20,21,.,23,.,25,10,159, 15.90
290, 17/01/08,.,.,3,4,.,.,.,8,.,10,.,.,.,.,15,16,.,18,19,.,.,.,.,24,25,10,142, 14.20
291, 21/01/08,.,.,3,4,.,6,.,.,9,.,.,.,.,.,.,16,.,18,19,.,21,22,.,.,25,10,143, 14.30
292, 24/01/08,1,.,.,4,.,6,.,.,.,10,.,.,.,14,15,.,.,18,19,20,.,.,23,.,.,10,130, 13.00
293, 28/01/08,.,.,.,4,5,.,7,8,.,10,11,.,.,.,.,16,17,.,.,20,21,.,.,.,.,10,119, 11.90
294, 31/01/08,.,.,.,.,.,6,.,.,9,10,.,.,13,14,.,.,17,18,19,.,21,22,.,.,.,10,149, 14.90
295, 07/02/08,1,.,.,.,5,.,7,8,9,.,11,12,.,14,.,.,.,.,.,20,.,22,.,.,.,10,109, 10.90
296, 11/02/08,1,.,.,4,5,.,.,.,9,10,.,.,13,.,.,.,.,.,.,20,21,.,23,24,.,10,130, 13.00
297, 14/02/08,.,2,3,.,5,6,.,.,.,.,11,.,13,.,.,.,17,18,19,20,.,.,.,.,.,10,114, 11.40
298, 18/02/08,.,2,.,.,5,.,.,.,9,10,.,.,.,.,.,.,17,18,19,20,.,.,23,.,25,10,148, 14.80
299, 21/02/08,1,2,.,4,.,.,.,.,9,.,11,12,.,14,15,16,.,.,.,.,.,.,.,.,25,10,109, 10.90
300, 25/02/08,1,2,.,.,5,6,.,.,.,10,.,.,13,14,.,16,.,18,.,.,.,.,.,24,.,10,109, 10.90
301, 28/02/08,1,.,.,4,5,6,7,.,.,10,.,.,.,.,.,16,.,.,.,.,21,.,.,24,25,10,119, 11.90
302, 03/03/08,1,.,3,.,.,.,7,8,.,.,.,.,13,.,.,.,17,.,19,.,21,.,23,24,.,10,136, 13.60
303, 06/03/08,1,.,.,.,5,.,7,.,9,10,11,.,13,14,.,.,.,.,19,.,.,.,.,.,25,10,114, 11.40
304, 10/03/08,.,2,.,.,.,6,7,8,9,10,11,.,13,.,.,.,.,.,.,.,.,.,23,24,.,10,113, 11.30
305, 13/03/08,1,.,.,.,.,6,7,.,9,.,.,.,.,14,15,16,17,.,19,.,.,.,23,.,.,10,127, 12.70
306, 17/03/08,.,.,3,.,.,6,7,.,9,10,.,.,.,.,.,.,17,.,.,.,21,22,23,24,.,10,142, 14.20
307, 20/03/08,.,2,.,.,5,.,7,8,.,.,11,.,13,.,.,16,.,18,.,.,.,22,.,.,25,10,127, 12.70
308, 24/03/08,.,.,3,.,.,6,7,8,9,10,11,.,.,14,.,.,17,.,.,20,.,.,.,.,.,10,105, 10.50
309, 27/03/08,.,.,.,.,5,6,7,.,.,.,11,12,.,.,15,.,.,18,19,.,.,.,23,.,25,10,141, 14.10
310, 31/03/08,1,.,.,4,.,6,7,8,.,.,.,12,13,.,.,.,.,.,.,20,.,22,.,.,25,10,118, 11.80
311, 03/04/08,1,.,3,.,.,6,.,8,9,.,11,.,13,.,.,.,.,18,.,.,21,22,.,.,.,10,112, 11.20
312, 07/04/08,.,.,3,4,5,.,7,.,.,.,.,.,.,14,15,.,.,.,.,20,21,.,23,24,.,10,136, 13.60
313, 10/04/08,1,.,.,4,5,.,.,8,.,.,11,.,13,.,.,.,.,.,.,20,21,22,.,24,.,10,129, 12.90
314, 14/04/08,.,.,3,4,.,.,7,.,.,10,.,.,.,.,.,16,17,18,.,.,.,.,23,24,25,10,147, 14.70
315, 17/04/08,1,.,.,4,.,.,7,.,9,10,.,12,.,.,15,.,.,18,.,.,.,22,.,.,25,10,123, 12.30
316, 22/04/08,.,2,.,.,5,.,.,.,9,.,11,.,.,.,.,16,17,.,.,20,21,22,.,.,25,10,148, 14.80
317, 24/04/08,.,.,3,.,.,6,7,.,.,10,.,12,13,.,15,.,17,.,.,20,.,.,23,.,.,10,126, 12.60
318, 28/04/08,1,2,.,.,.,.,7,8,.,10,.,.,.,.,.,.,17,.,19,20,.,22,.,24,.,10,130, 13.00
319, 02/05/08,.,2,.,.,5,.,7,.,.,.,11,.,13,.,15,.,.,18,.,.,21,22,.,.,25,10,139, 13.90
320, 05/05/08,.,2,.,4,5,.,7,8,.,10,.,.,13,.,.,16,.,.,.,20,.,.,.,24,.,10,109, 10.90
321, 08/05/08,1,.,.,.,5,6,7,8,.,.,.,.,.,.,15,.,.,.,19,.,21,22,23,.,.,10,127, 12.70
322, 12/05/08,.,.,.,4,.,6,.,8,9,10,11,.,.,14,.,.,.,.,19,.,.,22,.,.,25,10,128, 12.80
323, 15/05/08,.,.,.,.,5,.,.,8,.,.,11,12,13,.,15,16,.,18,.,.,.,22,.,24,.,10,144, 14.40
324, 19/05/08,.,.,.,.,5,.,.,.,.,.,11,.,13,14,15,.,17,18,19,.,.,22,.,.,25,10,159, 15.90
325, 23/05/08,.,.,3,.,.,.,.,8,9,.,11,12,13,.,.,16,17,18,.,.,21,.,.,.,.,10,128, 12.80
326, 26/05/08,.,.,3,.,5,.,.,.,9,.,.,.,.,14,.,16,.,.,19,20,21,22,23,.,.,10,152, 15.20
327, 29/05/08,.,.,.,.,5,6,7,.,9,10,11,.,.,.,.,.,.,.,.,20,.,22,.,24,25,10,139, 13.90
328, 02/06/08,1,.,.,.,.,6,7,8,9,10,.,.,.,14,.,16,17,.,.,20,.,.,.,.,.,10,108, 10.80
329, 05/06/08,.,.,.,.,5,6,7,.,.,10,11,12,.,.,15,16,.,.,19,.,.,22,.,.,.,10,123, 12.30
330, 09/06/08,.,.,3,4,.,.,7,8,.,10,11,.,13,.,.,16,.,.,.,20,21,.,.,.,.,10,113, 11.30
331, 12/06/08,.,2,.,4,.,.,.,8,9,10,11,.,.,14,.,.,17,.,.,20,.,.,.,24,.,10,119, 11.90
332, 16/06/08,1,.,.,4,.,.,.,8,9,.,.,.,13,.,15,16,17,18,.,.,.,22,.,.,.,10,123, 12.30
333, 19/06/08,.,.,3,4,.,.,7,8,.,10,.,.,.,.,.,.,17,.,19,20,.,22,.,24,.,10,134, 13.40
334, 23/06/08,.,.,3,4,5,.,.,.,9,10,.,12,.,14,.,.,.,.,19,20,.,.,.,24,.,10,120, 12.00
335, 26/06/08,.,2,.,.,5,.,.,.,.,10,.,.,13,.,15,.,.,18,.,.,.,22,23,24,25,10,157, 15.70
336, 30/06/08,.,.,.,4,.,.,7,.,9,.,.,12,13,.,.,.,.,18,.,20,21,.,23,24,.,10,151, 15.10
337, 03/07/08,.,2,.,.,.,6,.,.,.,.,.,.,13,14,15,.,17,.,.,20,21,.,.,24,25,10,157, 15.70
338, 07/07/08,1,2,.,.,.,.,.,8,.,10,11,.,13,.,.,.,.,18,.,.,.,22,23,24,.,10,132, 13.20
339, 10/07/08,.,.,3,4,.,6,7,.,9,.,11,12,.,14,.,.,17,.,.,.,.,.,.,.,25,10,108, 10.80
340, 14/07/08,1,.,.,.,.,.,7,.,.,.,.,12,13,.,15,16,17,18,.,.,.,.,23,24,.,10,146, 14.60
341, 17/07/08,.,2,3,4,.,6,.,8,.,10,.,.,.,14,15,.,17,.,.,.,.,.,23,.,.,10,102, 10.20
342, 21/07/08,.,2,.,.,5,6,7,.,9,10,.,.,.,14,.,.,17,18,.,.,.,.,.,24,.,10,112, 11.20
343, 24/07/08,1,2,.,4,.,.,7,.,9,10,.,.,.,.,.,.,17,.,.,.,21,.,23,24,.,10,118, 11.80
344, 28/07/08,1,2,.,.,.,.,7,8,.,.,.,.,.,14,.,.,17,18,19,.,.,22,23,.,.,10,131, 13.10
345, 31/07/08,1,.,3,4,5,6,.,8,.,10,.,.,13,.,.,.,17,.,.,.,.,22,.,.,.,10,89, 8.90
346, 04/08/08,.,.,.,4,.,.,7,.,9,.,11,.,13,.,.,16,.,.,19,20,.,22,.,.,25,10,146, 14.60
347, 07/08/08,1,2,.,4,.,6,.,.,.,.,.,.,13,.,.,16,17,.,.,.,21,22,23,.,.,10,125, 12.50
348, 11/08/08,.,.,3,4,.,6,.,.,9,10,11,.,13,.,15,16,.,.,.,.,.,.,23,.,.,10,110, 11.00
349, 14/08/08,.,.,3,4,.,6,.,.,9,10,11,.,13,.,15,.,.,.,.,.,21,.,23,.,.,10,115, 11.50
350, 18/08/08,.,.,.,.,5,.,.,.,.,10,11,.,.,.,.,16,17,18,19,20,21,.,.,24,.,10,161, 16.10
351, 21/08/08,.,.,.,4,.,6,.,8,9,.,.,.,13,.,15,.,.,.,.,20,21,22,.,.,25,10,143, 14.30
352, 25/08/08,.,.,.,.,5,.,7,8,.,10,11,.,.,14,.,16,.,.,.,.,21,.,23,.,25,10,140, 14.00
353, 28/08/08,1,.,.,4,5,6,.,.,.,10,.,.,.,14,15,16,.,.,.,.,.,.,.,24,25,10,120, 12.00
354, 01/09/08,.,.,3,.,5,6,.,.,.,.,11,.,13,14,15,.,.,.,.,20,.,.,.,24,25,10,136, 13.60
355, 04/09/08,1,.,3,.,5,.,.,.,.,.,.,.,.,14,.,16,17,.,.,20,21,22,.,24,.,10,143, 14.30
356, 08/09/08,1,.,3,.,.,6,7,8,.,.,.,12,.,.,.,.,17,18,.,.,21,.,23,.,.,10,116, 11.60
357, 11/09/08,.,.,3,4,.,.,7,.,.,.,.,12,.,.,15,16,.,18,.,20,.,22,.,24,.,10,141, 14.10
358, 15/09/08,1,.,3,.,5,.,7,8,.,.,.,.,13,.,.,.,.,.,19,20,21,22,.,.,.,10,119, 11.90
359, 18/09/08,1,2,3,.,5,6,.,.,9,.,.,.,.,14,15,.,.,.,.,20,.,.,23,.,.,10,98, 9.80
360, 22/09/08,.,.,.,.,.,6,.,.,.,10,.,12,13,14,15,16,.,.,.,.,21,22,.,.,25,10,154, 15.40
361, 25/09/08,.,2,3,.,5,6,.,8,.,.,11,.,.,.,.,.,.,18,.,.,21,22,.,.,25,10,121, 12.10
362, 29/09/08,.,.,.,.,.,.,.,8,9,.,11,.,.,14,15,16,.,.,19,20,21,.,.,.,25,10,158, 15.80
363, 02/10/08,1,.,.,.,5,.,7,.,.,10,.,12,.,14,.,.,.,18,19,.,.,.,.,24,25,10,135, 13.50
364, 06/10/08,1,.,.,.,5,.,.,8,.,10,.,.,.,14,.,16,17,18,.,.,.,.,23,.,25,10,137, 13.70
365, 09/10/08,1,2,.,.,.,6,7,.,9,.,.,.,13,14,.,.,17,.,.,.,21,22,.,.,.,10,112, 11.20
366, 13/10/08,1,2,.,4,.,.,7,.,.,10,.,12,.,14,.,16,.,.,19,.,.,.,.,24,.,10,109, 10.90
367, 16/10/08,.,.,3,.,5,6,.,.,.,10,11,.,.,14,.,16,.,.,19,.,.,.,23,.,25,10,132, 13.20
368, 20/10/08,1,.,.,.,.,.,7,8,9,10,.,12,.,.,.,16,.,18,.,.,.,.,23,.,25,10,129, 12.90
369, 23/10/08,.,2,.,4,.,.,.,8,.,10,.,.,13,.,.,16,17,18,19,.,.,.,.,.,25,10,132, 13.20
370, 27/10/08,1,2,.,.,5,.,.,.,.,.,.,.,13,.,15,.,.,18,.,20,21,22,.,24,.,10,141, 14.10
371, 30/10/08,.,.,.,4,.,.,.,.,.,.,11,12,.,.,.,.,17,18,19,20,21,.,23,24,.,10,169, 16.90
372, 03/11/08,1,2,.,.,.,.,7,8,9,.,11,.,.,.,15,.,.,18,.,20,21,.,.,.,.,10,112, 11.20
373, 06/11/08,1,.,3,.,5,.,7,8,.,10,.,.,.,.,.,16,.,18,.,.,.,.,.,24,25,10,117, 11.70
374, 10/11/08,.,.,.,4,5,.,7,8,.,10,11,.,.,14,15,.,17,.,19,.,.,.,.,.,.,10,110, 11.00
375, 13/11/08,.,.,3,4,.,6,.,8,9,.,.,.,.,.,15,.,.,.,.,.,21,22,23,24,.,10,135, 13.50
376, 17/11/08,1,.,.,4,5,6,7,.,9,.,11,.,.,.,.,.,17,.,19,.,.,.,23,.,.,10,102, 10.20
377, 20/11/08,.,.,.,.,5,6,.,.,.,10,.,.,.,14,.,16,.,18,.,.,21,.,23,24,25,10,162, 16.20
378, 24/11/08,1,.,.,.,5,.,7,8,9,10,11,.,.,.,.,.,17,18,.,20,.,.,.,.,.,10,106, 10.60
379, 27/11/08,1,2,.,.,.,6,.,8,9,.,.,.,.,.,15,.,.,.,19,20,.,.,23,24,.,10,127, 12.70
380, 01/12/08,1,.,.,.,5,.,.,.,.,.,.,12,13,.,15,16,.,.,19,20,21,.,.,24,.,10,146, 14.60
381, 04/12/08,.,2,.,.,5,.,.,8,.,.,11,.,.,14,.,16,.,18,.,20,.,.,23,24,.,10,141, 14.10
382, 08/12/08,1,.,.,.,5,6,.,.,.,.,.,.,13,.,.,.,17,18,19,20,.,.,23,.,25,10,147, 14.70
383, 11/12/08,1,2,.,4,.,.,.,8,.,10,.,.,13,.,.,.,17,.,19,20,21,.,.,.,.,10,115, 11.50
384, 15/12/08,.,2,.,.,5,6,.,8,9,.,.,12,.,14,.,16,.,.,.,.,.,.,23,24,.,10,119, 11.90
385, 18/12/08,.,.,3,.,.,.,7,.,9,10,11,.,.,14,.,16,17,.,19,.,21,.,.,.,.,10,127, 12.70
386, 22/12/08,.,.,.,.,5,.,.,8,.,10,.,12,13,14,.,16,17,.,.,.,.,22,.,24,.,10,141, 14.10
387, 26/12/08,1,.,.,.,5,6,7,.,.,.,.,.,13,.,.,16,17,18,.,.,.,.,.,24,25,10,132, 13.20
388, 29/12/08,.,.,.,4,.,.,.,8,.,.,.,12,13,14,.,.,.,.,19,.,.,22,23,24,25,10,164, 16.40
389, 02/01/09,1,.,.,.,.,.,7,8,.,.,11,.,.,14,15,16,.,.,.,20,21,22,.,.,.,10,135, 13.50
390, 05/01/09,1,.,3,4,.,6,.,8,9,.,.,.,.,.,.,16,17,18,.,.,.,.,23,.,.,10,105, 10.50
391, 08/01/09,.,2,.,.,5,.,7,.,.,10,11,.,.,14,.,.,17,.,19,20,.,.,.,24,.,10,129, 12.90
392, 12/01/09,.,.,.,.,5,6,7,8,9,.,.,.,13,.,.,16,.,.,19,.,.,22,.,24,.,10,129, 12.90
393, 15/01/09,.,2,.,.,5,.,.,.,9,.,.,12,13,14,15,16,.,.,19,.,.,.,.,24,.,10,129, 12.90
394, 19/01/09,1,.,3,4,.,.,.,.,9,10,11,.,.,.,15,.,17,.,19,.,.,.,.,.,25,10,114, 11.40
395, 22/01/09,.,.,3,.,5,.,7,.,.,10,.,12,.,.,.,16,.,18,19,20,.,.,.,24,.,10,134, 13.40
396, 26/01/09,.,.,.,4,.,.,.,8,.,.,.,12,.,14,.,16,17,.,19,.,21,.,23,.,25,10,159, 15.90
397, 29/01/09,.,.,.,.,.,.,7,.,.,.,11,12,.,.,.,16,17,18,19,.,21,.,23,24,.,10,168, 16.80
398, 02/02/09,1,.,.,.,.,6,.,.,.,.,11,.,.,14,15,.,17,.,19,.,.,.,23,24,25,10,155, 15.50
399, 05/02/09,.,2,3,.,5,6,.,8,.,.,.,.,13,.,15,.,.,18,.,20,.,.,.,.,25,10,115, 11.50
400, 09/02/09,.,2,3,4,.,6,7,8,.,.,11,.,13,.,.,.,.,18,.,.,.,.,.,.,25,10,97, 9.70
401, 12/02/09,.,.,.,4,.,.,.,.,9,.,11,12,13,.,15,.,.,18,19,20,.,22,.,.,.,10,143, 14.30
402, 16/02/09,.,.,3,.,5,.,.,.,.,10,.,12,13,14,15,.,17,18,19,.,.,.,.,.,.,10,126, 12.60
403, 19/02/09,1,.,3,.,5,.,.,.,.,10,.,.,.,.,.,16,17,18,.,20,.,22,23,.,.,10,135, 13.50
404, 26/02/09,.,2,3,4,.,.,7,.,9,.,.,12,.,.,15,.,17,.,19,.,.,.,23,.,.,10,111, 11.10
405, 02/03/09,1,2,3,.,.,.,.,.,9,10,.,.,.,.,15,.,17,.,.,20,21,.,23,.,.,10,121, 12.10
406, 05/03/09,.,.,3,.,.,6,.,.,.,.,.,12,13,14,15,.,.,18,19,20,.,.,.,.,25,10,145, 14.50
