num,data,1,3,5,7,9,11,13,15,17,19,21,23,25,qtd,soma,media
314, 14/04/08,.,3,.,7,.,.,.,.,17,.,.,23,25,5,75, 15.00
315, 17/04/08,1,.,.,7,9,.,.,15,.,.,.,.,25,5,57, 11.40
316, 22/04/08,.,.,5,.,9,11,.,.,17,.,21,.,25,6,88, 14.67
317, 24/04/08,.,3,.,7,.,.,13,15,17,.,.,23,.,6,78, 13.00
318, 28/04/08,1,.,.,7,.,.,.,.,17,19,.,.,.,4,44, 11.00
319, 02/05/08,.,.,5,7,.,11,13,15,.,.,21,.,25,7,97, 13.86
320, 05/05/08,.,.,5,7,.,.,13,.,.,.,.,.,.,3,25, 8.33
321, 08/05/08,1,.,5,7,.,.,.,15,.,19,21,23,.,7,91, 13.00
322, 12/05/08,.,.,.,.,9,11,.,.,.,19,.,.,25,4,64, 16.00
323, 15/05/08,.,.,5,.,.,11,13,15,.,.,.,.,.,4,44, 11.00
324, 19/05/08,.,.,5,.,.,11,13,15,17,19,.,.,25,7,105, 15.00
325, 23/05/08,.,3,.,.,9,11,13,.,17,.,21,.,.,6,74, 12.33
326, 26/05/08,.,3,5,.,9,.,.,.,.,19,21,23,.,6,80, 13.33
327, 29/05/08,.,.,5,7,9,11,.,.,.,.,.,.,25,5,57, 11.40
328, 02/06/08,1,.,.,7,9,.,.,.,17,.,.,.,.,4,34, 8.50
329, 05/06/08,.,.,5,7,.,11,.,15,.,19,.,.,.,5,57, 11.40
330, 09/06/08,.,3,.,7,.,11,13,.,.,.,21,.,.,5,55, 11.00
331, 12/06/08,.,.,.,.,9,11,.,.,17,.,.,.,.,3,37, 12.33
332, 16/06/08,1,.,.,.,9,.,13,15,17,.,.,.,.,5,55, 11.00
333, 19/06/08,.,3,.,7,.,.,.,.,17,19,.,.,.,4,46, 11.50
334, 23/06/08,.,3,5,.,9,.,.,.,.,19,.,.,.,4,36, 9.00
335, 26/06/08,.,.,5,.,.,.,13,15,.,.,.,23,25,5,81, 16.20
336, 30/06/08,.,.,.,7,9,.,13,.,.,.,21,23,.,5,73, 14.60
337, 03/07/08,.,.,.,.,.,.,13,15,17,.,21,.,25,5,91, 18.20
338, 07/07/08,1,.,.,.,.,11,13,.,.,.,.,23,.,4,48, 12.00
339, 10/07/08,.,3,.,7,9,11,.,.,17,.,.,.,25,6,72, 12.00
340, 14/07/08,1,.,.,7,.,.,13,15,17,.,.,23,.,6,76, 12.67
341, 17/07/08,.,3,.,.,.,.,.,15,17,.,.,23,.,4,58, 14.50
342, 21/07/08,.,.,5,7,9,.,.,.,17,.,.,.,.,4,38, 9.50
343, 24/07/08,1,.,.,7,9,.,.,.,17,.,21,23,.,6,78, 13.00
344, 28/07/08,1,.,.,7,.,.,.,.,17,19,.,23,.,5,67, 13.40
345, 31/07/08,1,3,5,.,.,.,13,.,17,.,.,.,.,5,39, 7.80
346, 04/08/08,.,.,.,7,9,11,13,.,.,19,.,.,25,6,84, 14.00
347, 07/08/08,1,.,.,.,.,.,13,.,17,.,21,23,.,5,75, 15.00
348, 11/08/08,.,3,.,.,9,11,13,15,.,.,.,23,.,6,74, 12.33
349, 14/08/08,.,3,.,.,9,11,13,15,.,.,21,23,.,7,95, 13.57
350, 18/08/08,.,.,5,.,.,11,.,.,17,19,21,.,.,5,73, 14.60
351, 21/08/08,.,.,.,.,9,.,13,15,.,.,21,.,25,5,83, 16.60
352, 25/08/08,.,.,5,7,.,11,.,.,.,.,21,23,25,6,92, 15.33
353, 28/08/08,1,.,5,.,.,.,.,15,.,.,.,.,25,4,46, 11.50
354, 01/09/08,.,3,5,.,.,11,13,15,.,.,.,.,25,6,72, 12.00
355, 04/09/08,1,3,5,.,.,.,.,.,17,.,21,.,.,5,47, 9.40
356, 08/09/08,1,3,.,7,.,.,.,.,17,.,21,23,.,6,72, 12.00
357, 11/09/08,.,3,.,7,.,.,.,15,.,.,.,.,.,3,25, 8.33
358, 15/09/08,1,3,5,7,.,.,13,.,.,19,21,.,.,7,69, 9.86
359, 18/09/08,1,3,5,.,9,.,.,15,.,.,.,23,.,6,56, 9.33
360, 22/09/08,.,.,.,.,.,.,13,15,.,.,21,.,25,4,74, 18.50
361, 25/09/08,.,3,5,.,.,11,.,.,.,.,21,.,25,5,65, 13.00
362, 29/09/08,.,.,.,.,9,11,.,15,.,19,21,.,25,6,100, 16.67
363, 02/10/08,1,.,5,7,.,.,.,.,.,19,.,.,25,5,57, 11.40
364, 06/10/08,1,.,5,.,.,.,.,.,17,.,.,23,25,5,71, 14.20
365, 09/10/08,1,.,.,7,9,.,13,.,17,.,21,.,.,6,68, 11.33
366, 13/10/08,1,.,.,7,.,.,.,.,.,19,.,.,.,3,27, 9.00
367, 16/10/08,.,3,5,.,.,11,.,.,.,19,.,23,25,6,86, 14.33
368, 20/10/08,1,.,.,7,9,.,.,.,.,.,.,23,25,5,65, 13.00
369, 23/10/08,.,.,.,.,.,.,13,.,17,19,.,.,25,4,74, 18.50
370, 27/10/08,1,.,5,.,.,.,13,15,.,.,21,.,.,5,55, 11.00
371, 30/10/08,.,.,.,.,.,11,.,.,17,19,21,23,.,5,91, 18.20
372, 03/11/08,1,.,.,7,9,11,.,15,.,.,21,.,.,6,64, 10.67
373, 06/11/08,1,3,5,7,.,.,.,.,.,.,.,.,25,5,41, 8.20
374, 10/11/08,.,.,5,7,.,11,.,15,17,19,.,.,.,6,74, 12.33
375, 13/11/08,.,3,.,.,9,.,.,15,.,.,21,23,.,5,71, 14.20
376, 17/11/08,1,.,5,7,9,11,.,.,17,19,.,23,.,8,92, 11.50
377, 20/11/08,.,.,5,.,.,.,.,.,.,.,21,23,25,4,74, 18.50
378, 24/11/08,1,.,5,7,9,11,.,.,17,.,.,.,.,6,50, 8.33
379, 27/11/08,1,.,.,.,9,.,.,15,.,19,.,23,.,5,67, 13.40
380, 01/12/08,1,.,5,.,.,.,13,15,.,19,21,.,.,6,74, 12.33
381, 04/12/08,.,.,5,.,.,11,.,.,.,.,.,23,.,3,39, 13.00
382, 08/12/08,1,.,5,.,.,.,13,.,17,19,.,23,25,7,103, 14.71
383, 11/12/08,1,.,.,.,.,.,13,.,17,19,21,.,.,5,71, 14.20
384, 15/12/08,.,.,5,.,9,.,.,.,.,.,.,23,.,3,37, 12.33
385, 18/12/08,.,3,.,7,9,11,.,.,17,19,21,.,.,7,87, 12.43
386, 22/12/08,.,.,5,.,.,.,13,.,17,.,.,.,.,3,35, 11.67
387, 26/12/08,1,.,5,7,.,.,13,.,17,.,.,.,25,6,68, 11.33
388, 29/12/08,.,.,.,.,.,.,13,.,.,19,.,23,25,4,80, 20.00
389, 02/01/09,1,.,.,7,.,11,.,15,.,.,21,.,.,5,55, 11.00
390, 05/01/09,1,3,.,.,9,.,.,.,17,.,.,23,.,5,53, 10.60
391, 08/01/09,.,.,5,7,.,11,.,.,17,19,.,.,.,5,59, 11.80
392, 12/01/09,.,.,5,7,9,.,13,.,.,19,.,.,.,5,53, 10.60
393, 15/01/09,.,.,5,.,9,.,13,15,.,19,.,.,.,5,61, 12.20
394, 19/01/09,1,3,.,.,9,11,.,15,17,19,.,.,25,8,100, 12.50
395, 22/01/09,.,3,5,7,.,.,.,.,.,19,.,.,.,4,34, 8.50
396, 26/01/09,.,.,.,.,.,.,.,.,17,19,21,23,25,5,105, 21.00
397, 29/01/09,.,.,.,7,.,11,.,.,17,19,21,23,.,6,98, 16.33
398, 02/02/09,1,.,.,.,.,11,.,15,17,19,.,23,25,7,111, 15.86
399, 05/02/09,.,3,5,.,.,.,13,15,.,.,.,.,25,5,61, 12.20
400, 09/02/09,.,3,.,7,.,11,13,.,.,.,.,.,25,5,59, 11.80
401, 12/02/09,.,.,.,.,9,11,13,15,.,19,.,.,.,5,67, 13.40
402, 16/02/09,.,3,5,.,.,.,13,15,17,19,.,.,.,6,72, 12.00
403, 19/02/09,1,3,5,.,.,.,.,.,17,.,.,23,.,5,49, 9.80
404, 26/02/09,.,3,.,7,9,.,.,15,17,19,.,23,.,7,93, 13.29
405, 02/03/09,1,3,.,.,9,.,.,15,17,.,21,23,.,7,89, 12.71
406, 05/03/09,.,3,.,.,.,.,13,15,.,19,.,.,25,5,75, 15.00
407, 09/03/09,1,3,5,.,.,.,13,.,.,19,21,23,.,7,85, 12.14
408, 12/03/09,.,.,5,7,9,.,13,.,17,.,.,.,25,6,76, 12.67
409, 16/03/09,.,3,5,.,9,11,13,15,.,19,.,.,.,7,75, 10.71
410, 19/03/09,.,3,.,.,.,.,.,.,.,.,21,23,.,3,47, 15.67
411, 23/03/09,.,3,.,.,.,.,13,15,.,19,.,23,.,5,73, 14.60
412, 26/03/09,1,.,5,7,.,.,13,15,.,.,.,23,.,6,64, 10.67
413, 30/03/09,1,.,.,7,.,11,.,15,.,19,.,23,.,6,76, 12.67
414, 02/04/09,1,.,.,7,.,.,13,.,17,.,.,23,.,5,61, 12.20
415, 06/04/09,.,.,5,.,9,.,.,.,.,.,.,.,25,3,39, 13.00
416, 09/04/09,.,3,.,.,9,11,.,.,17,.,21,.,.,5,61, 12.20
417, 15/04/09,.,.,5,7,.,.,.,.,.,.,.,.,25,3,37, 12.33
418, 16/04/09,1,3,.,7,.,.,.,15,17,.,21,.,.,6,64, 10.67
419, 20/04/09,1,.,.,.,9,11,13,.,.,19,.,.,25,6,78, 13.00
420, 23/04/09,1,.,.,.,.,.,13,15,17,.,21,23,.,6,90, 15.00
421, 27/04/09,1,.,.,7,.,11,.,.,17,.,21,.,.,5,57, 11.40
422, 30/04/09,.,.,5,.,9,11,.,15,.,19,21,.,.,6,80, 13.33
423, 04/05/09,.,.,.,7,9,.,.,.,.,19,21,.,.,4,56, 14.00
424, 07/05/09,.,.,5,7,.,.,.,.,.,.,21,23,.,4,56, 14.00
425, 11/05/09,.,3,5,.,.,.,.,.,17,.,21,.,25,5,71, 14.20
426, 14/05/09,1,.,.,7,9,.,13,.,17,.,21,23,.,7,91, 13.00
427, 18/05/09,.,.,.,.,.,.,13,15,17,.,.,23,25,5,93, 18.60
428, 21/05/09,.,.,5,7,9,.,.,.,.,.,.,.,25,4,46, 11.50
429, 25/05/09,1,.,.,.,9,11,.,15,.,.,21,.,.,5,57, 11.40
430, 28/05/09,1,.,.,.,.,.,.,.,17,19,21,.,.,4,58, 14.50
431, 01/06/09,.,.,.,7,.,.,.,.,17,19,.,.,25,4,68, 17.00
432, 04/06/09,1,.,5,.,9,11,.,.,.,.,.,.,25,5,51, 10.20
433, 08/06/09,.,.,.,.,.,11,13,.,17,.,.,.,.,3,41, 13.67
434, 12/06/09,1,.,5,7,.,.,.,.,.,19,.,.,.,4,32, 8.00
435, 15/06/09,.,.,.,7,9,.,.,.,.,19,.,23,.,4,58, 14.50
436, 18/06/09,1,.,5,.,9,11,.,.,17,.,.,.,.,5,43, 8.60
437, 22/06/09,.,3,.,7,9,.,13,15,.,.,.,.,25,6,72, 12.00
438, 25/06/09,.,3,5,.,.,.,.,.,.,19,.,.,.,3,27, 9.00
439, 29/06/09,1,.,.,7,.,.,13,.,.,.,.,.,.,3,21, 7.00
440, 02/07/09,.,.,.,7,.,11,.,.,17,.,.,23,.,4,58, 14.50
441, 06/07/09,.,.,5,.,.,.,.,15,17,19,21,.,.,5,77, 15.40
442, 09/07/09,1,3,.,.,.,11,.,.,.,19,21,.,.,5,55, 11.00
443, 13/07/09,.,.,.,.,9,.,13,15,.,.,.,.,25,4,62, 15.50
444, 16/07/09,.,.,5,.,9,11,13,.,17,.,.,23,.,6,78, 13.00
445, 20/07/09,.,3,5,.,.,.,.,.,17,.,.,23,25,5,73, 14.60
446, 23/07/09,.,3,.,7,9,.,13,.,17,.,.,.,25,6,74, 12.33
447, 27/07/09,.,3,.,7,9,11,13,15,.,.,.,23,.,7,81, 11.57
448, 30/07/09,.,.,.,7,.,.,.,.,.,19,21,.,25,4,72, 18.00
449, 03/08/09,.,.,5,7,.,.,13,15,.,.,21,23,.,6,84, 14.00
450, 06/08/09,1,3,.,.,.,.,13,15,.,19,.,.,.,5,51, 10.20
451, 10/08/09,.,.,.,7,.,11,13,.,.,.,21,.,.,4,52, 13.00
452, 13/08/09,.,3,5,.,.,.,13,15,.,.,21,23,.,6,80, 13.33
453, 17/08/09,.,.,5,7,.,.,13,.,.,.,.,23,.,4,48, 12.00
454, 20/08/09,1,.,5,.,9,.,.,.,.,.,21,23,.,5,59, 11.80
455, 24/08/09,.,.,.,.,9,.,13,15,17,.,.,.,.,4,54, 13.50
456, 27/08/09,.,.,5,7,.,.,.,15,.,19,.,.,.,4,46, 11.50
457, 31/08/09,.,3,.,7,9,.,.,.,17,.,.,.,.,4,36, 9.00
458, 03/09/09,1,.,.,.,.,.,.,.,17,19,21,23,25,6,106, 17.67
459, 08/09/09,.,.,5,.,9,.,13,.,.,.,.,.,25,4,52, 13.00
460, 10/09/09,.,.,5,7,.,.,13,.,.,.,21,.,25,5,71, 14.20
461, 14/09/09,1,.,.,.,9,.,.,.,.,.,21,.,25,4,56, 14.00
462, 17/09/09,.,.,.,.,9,11,13,15,.,19,.,.,25,6,92, 15.33
463, 21/09/09,1,.,5,.,.,.,.,15,.,.,21,.,.,4,42, 10.50
464, 24/09/09,.,3,.,7,9,.,13,15,.,.,.,.,.,5,47, 9.40
465, 28/09/09,.,.,5,.,.,.,.,15,17,.,.,23,.,4,60, 15.00
466, 01/10/09,1,3,5,.,9,.,13,15,.,.,.,23,.,7,69, 9.86
467, 05/10/09,1,3,.,.,9,11,.,.,.,19,.,23,.,6,66, 11.00
468, 08/10/09,1,.,.,7,.,11,.,.,.,19,.,23,.,5,61, 12.20
469, 13/10/09,.,3,.,.,9,.,.,15,17,.,21,.,.,5,65, 13.00
470, 15/10/09,.,.,.,.,9,.,.,.,17,19,21,.,25,5,91, 18.20
471, 19/10/09,1,.,5,7,.,.,.,.,17,19,21,23,.,7,93, 13.29
472, 22/10/09,.,3,.,.,9,.,.,.,.,19,21,23,25,6,100, 16.67
473, 27/10/09,.,3,.,.,.,.,13,.,.,.,21,.,.,3,37, 12.33
474, 29/10/09,.,.,.,7,.,.,13,.,.,19,.,.,25,4,64, 16.00
475, 03/11/09,1,.,.,7,.,.,.,15,.,19,.,.,.,4,42, 10.50
476, 05/11/09,.,3,.,.,.,.,.,.,.,.,21,23,.,3,47, 15.67
477, 09/11/09,1,3,5,.,9,.,13,15,17,19,21,.,.,9,103, 11.44
478, 12/11/09,1,.,.,.,.,.,.,15,17,19,21,.,.,5,73, 14.60
479, 16/11/09,1,.,.,7,9,.,.,.,17,.,21,.,.,5,55, 11.00
480, 19/11/09,1,3,.,.,.,.,13,.,.,.,21,23,.,5,61, 12.20
481, 23/11/09,.,.,.,.,.,11,.,.,.,19,.,23,25,4,78, 19.50
482, 26/11/09,1,3,5,.,.,11,13,.,.,.,.,.,.,5,33, 6.60
483, 30/11/09,.,3,.,.,.,.,13,15,.,19,.,.,25,5,75, 15.00
484, 03/12/09,.,3,5,7,.,.,.,15,.,19,.,.,.,5,49, 9.80
485, 07/12/09,1,.,.,.,9,.,13,15,.,19,.,23,.,6,80, 13.33
486, 10/12/09,.,.,.,.,.,.,.,.,17,.,.,23,25,3,65, 21.67
487, 14/12/09,1,3,.,.,.,11,13,.,.,.,.,23,25,6,76, 12.67
488, 17/12/09,1,3,.,.,9,.,.,.,.,19,21,23,.,6,76, 12.67
489, 21/12/09,.,3,.,.,9,.,13,15,.,.,.,.,.,4,40, 10.00
490, 24/12/09,1,.,.,7,9,.,.,15,.,19,.,.,25,6,76, 12.67
491, 28/12/09,.,.,5,.,.,.,.,15,17,19,.,.,.,4,56, 14.00
492, 31/12/09,.,.,5,7,9,.,13,.,17,.,.,23,.,6,74, 12.33
493, 04/01/10,.,3,.,.,9,11,.,.,.,19,.,23,.,5,65, 13.00
494, 07/01/10,1,.,.,.,9,11,.,.,17,.,.,23,25,6,86, 14.33
495, 11/01/10,.,.,5,.,.,.,.,.,.,.,21,23,.,3,49, 16.33
496, 14/01/10,1,.,.,.,.,.,.,.,.,.,.,23,25,3,49, 16.33
497, 18/01/10,.,.,.,7,.,.,13,15,.,.,21,.,.,4,56, 14.00
498, 21/01/10,.,3,.,7,9,.,.,.,17,19,21,.,.,6,76, 12.67
499, 25/01/10,.,.,5,.,9,.,13,.,.,.,.,23,.,4,50, 12.50
500, 28/01/10,1,.,.,7,.,11,.,15,17,19,.,.,.,6,70, 11.67
501, 01/02/10,.,.,5,7,.,11,13,.,.,.,.,.,.,4,36, 9.00
502, 04/02/10,.,.,.,7,9,.,.,15,17,.,21,.,25,6,94, 15.67
503, 08/02/10,.,.,.,.,9,.,13,.,.,19,.,23,.,4,64, 16.00
504, 11/02/10,.,3,5,7,.,11,.,.,.,.,.,.,25,5,51, 10.20
505, 13/02/10,1,.,5,.,.,.,13,.,.,.,.,23,25,5,67, 13.40
506, 18/02/10,1,3,.,7,.,.,.,.,.,.,.,23,25,5,59, 11.80
507, 22/02/10,.,.,.,7,.,.,13,15,17,19,.,.,.,5,71, 14.20
508, 25/02/10,1,.,.,.,.,11,13,.,17,.,21,.,.,5,63, 12.60
509, 01/03/10,.,.,.,7,.,.,13,.,.,.,21,23,.,4,64, 16.00
510, 04/03/10,.,.,5,.,9,.,.,15,17,19,.,.,.,5,65, 13.00
511, 08/03/10,.,3,.,.,9,.,.,15,.,.,.,23,.,4,50, 12.50
512, 12/03/10,.,3,.,.,.,11,.,.,17,19,.,23,25,6,98, 16.33
513, 15/03/10,.,.,5,7,.,.,.,.,.,19,21,.,.,4,52, 13.00
514, 18/03/10,.,3,.,.,.,.,13,.,.,19,.,23,.,4,58, 14.50
515, 22/03/10,1,.,.,.,.,.,.,15,.,19,21,23,.,5,79, 15.80
516, 25/03/10,1,3,.,.,9,.,.,15,17,19,.,.,25,7,89, 12.71
517, 29/03/10,.,.,.,.,.,.,.,15,.,19,.,.,25,3,59, 19.67
518, 01/04/10,1,3,.,.,9,.,.,15,.,.,21,23,25,7,97, 13.86
519, 05/04/10,1,.,5,.,.,.,.,.,.,.,.,.,.,2,6, 3.00
520, 08/04/10,1,3,.,7,.,11,13,.,17,.,21,.,25,8,98, 12.25
521, 12/04/10,.,.,.,7,.,.,.,15,.,.,21,.,25,4,68, 17.00
522, 15/04/10,1,3,5,.,.,.,13,15,.,.,.,.,.,5,37, 7.40
523, 19/04/10,1,3,.,7,.,.,.,15,.,.,21,23,.,6,70, 11.67
524, 22/04/10,1,.,.,.,9,.,13,15,.,19,.,.,25,6,82, 13.67
525, 26/04/10,1,.,5,7,.,.,.,.,.,19,.,23,.,5,55, 11.00
526, 29/04/10,.,3,5,.,.,.,13,.,17,.,21,23,.,6,82, 13.67
527, 03/05/10,.,3,.,7,.,.,13,.,.,.,21,.,25,5,69, 13.80
528, 06/05/10,1,.,5,.,9,.,13,.,17,.,.,.,.,5,45, 9.00
529, 10/05/10,1,.,.,.,9,.,13,15,.,.,21,.,.,5,59, 11.80
530, 13/05/10,1,.,5,.,.,.,13,15,17,19,.,.,25,7,95, 13.57
531, 17/05/10,.,.,5,.,9,11,.,.,.,19,.,.,.,4,44, 11.00
532, 20/05/10,.,3,.,.,.,.,.,.,17,.,21,23,25,5,89, 17.80
533, 24/05/10,.,.,5,7,.,.,.,15,.,19,21,23,.,6,90, 15.00
534, 27/05/10,.,.,.,.,9,.,.,.,17,.,.,23,25,4,74, 18.50
535, 31/05/10,.,3,.,7,.,.,.,.,.,.,.,.,.,2,10, 5.00
536, 04/06/10,1,.,.,.,.,.,13,.,.,.,21,.,.,3,35, 11.67
537, 07/06/10,.,3,5,7,.,.,13,.,.,19,21,.,25,7,93, 13.29
538, 10/06/10,1,3,.,7,9,.,.,15,.,.,.,23,.,6,58, 9.67
539, 14/06/10,.,3,.,7,.,11,.,.,17,.,.,.,25,5,63, 12.60
540, 17/06/10,1,3,5,.,.,.,.,.,17,.,21,23,25,7,95, 13.57
541, 21/06/10,1,.,.,7,.,11,.,.,.,.,21,23,.,5,63, 12.60
542, 24/06/10,.,.,.,7,.,11,.,15,.,19,21,23,25,7,121, 17.29
543, 28/06/10,.,3,.,.,9,.,.,.,.,19,21,23,.,5,75, 15.00
544, 01/07/10,1,3,.,.,.,.,.,.,17,.,.,.,25,4,46, 11.50
545, 05/07/10,.,.,.,.,9,.,.,.,.,19,21,.,.,3,49, 16.33
546, 08/07/10,1,.,.,7,.,.,.,15,.,.,.,.,25,4,48, 12.00
547, 12/07/10,.,3,.,7,.,11,13,15,.,.,21,23,.,7,93, 13.29
548, 15/07/10,.,.,.,.,.,11,.,15,.,19,21,.,.,4,66, 16.50
549, 19/07/10,1,.,5,.,.,.,.,.,.,19,.,.,25,4,50, 12.50
550, 22/07/10,.,3,.,.,.,.,.,15,.,19,.,23,25,5,85, 17.00
551, 26/07/10,1,.,5,.,9,11,.,15,.,.,.,23,25,7,89, 12.71
552, 29/07/10,.,.,.,7,9,11,.,15,.,19,21,.,.,6,82, 13.67
553, 02/08/10,1,3,.,.,.,11,.,.,.,19,.,.,25,5,59, 11.80
554, 05/08/10,.,.,5,7,.,11,.,15,.,.,.,23,.,5,61, 12.20
555, 09/08/10,.,3,5,.,.,11,13,15,.,19,21,.,25,8,112, 14.00
556, 12/08/10,.,3,5,7,.,.,.,15,.,19,21,.,.,6,70, 11.67
557, 16/08/10,.,3,.,.,.,11,13,.,.,.,.,.,25,4,52, 13.00
558, 19/08/10,.,.,.,.,9,11,13,15,.,19,.,23,.,6,90, 15.00
559, 23/08/10,.,3,.,.,.,.,.,15,17,.,.,.,25,4,60, 15.00
560, 26/08/10,.,3,5,7,.,11,13,15,.,.,.,.,.,6,54, 9.00
561, 30/08/10,1,.,5,.,.,.,.,.,.,19,.,23,25,5,73, 14.60
562, 02/09/10,.,.,.,.,9,11,.,15,17,.,.,23,25,6,100, 16.67
563, 06/09/10,.,.,.,.,.,.,13,15,17,.,21,.,25,5,91, 18.20
564, 09/09/10,.,.,5,.,.,11,13,.,.,.,.,.,25,4,54, 13.50
565, 13/09/10,.,3,5,.,.,11,13,.,.,.,.,.,25,5,57, 11.40
566, 16/09/10,.,.,.,.,.,.,13,.,.,.,.,23,25,3,61, 20.33
567, 20/09/10,.,3,.,.,.,11,.,.,.,19,.,23,.,4,56, 14.00
568, 23/09/10,.,3,.,.,.,11,.,.,.,19,.,23,25,5,81, 16.20
569, 27/09/10,.,3,5,.,9,11,.,15,.,.,21,23,.,7,87, 12.43
570, 30/09/10,.,.,.,7,9,11,13,.,17,.,.,.,25,6,82, 13.67
571, 04/10/10,1,.,.,.,9,.,13,.,17,.,.,23,.,5,63, 12.60
572, 07/10/10,1,3,.,7,.,11,.,.,.,.,.,23,25,6,70, 11.67
573, 11/10/10,.,.,5,.,9,.,13,15,17,19,21,.,.,7,99, 14.14
574, 14/10/10,.,3,.,7,9,.,.,15,17,.,.,.,.,5,51, 10.20
575, 18/10/10,1,.,.,7,.,11,.,.,.,.,.,23,25,5,67, 13.40
576, 21/10/10,1,3,5,7,.,.,.,.,.,.,.,.,.,4,16, 4.00
577, 25/10/10,.,.,.,7,9,11,13,.,17,.,.,.,25,6,82, 13.67
578, 28/10/10,.,3,5,.,9,11,.,.,17,.,.,.,25,6,70, 11.67
579, 01/11/10,.,.,.,.,9,11,.,15,.,.,.,23,25,5,83, 16.60
580, 04/11/10,.,3,5,.,.,11,.,15,.,19,.,23,.,6,76, 12.67
581, 08/11/10,1,3,5,7,.,.,.,.,.,.,.,.,.,4,16, 4.00
582, 11/11/10,1,.,5,.,.,.,.,.,.,.,.,.,.,2,6, 3.00
583, 16/11/10,.,.,5,.,.,.,13,15,.,.,.,.,25,4,58, 14.50
584, 18/11/10,1,.,.,.,9,.,13,.,17,.,.,.,25,5,65, 13.00
585, 22/11/10,.,3,.,.,.,11,.,.,.,19,21,.,25,5,79, 15.80
586, 25/11/10,1,.,5,.,9,.,13,15,.,.,21,23,.,7,87, 12.43
587, 29/11/10,.,3,.,.,.,.,.,15,.,.,.,.,25,3,43, 14.33
588, 02/12/10,.,3,.,.,9,.,.,15,.,.,21,.,.,4,48, 12.00
589, 06/12/10,1,.,5,7,.,11,.,15,17,19,.,.,.,7,75, 10.71
590, 09/12/10,.,.,5,7,.,.,.,.,17,.,.,23,25,5,77, 15.40
591, 13/12/10,.,3,5,.,9,.,13,.,.,.,.,.,25,5,55, 11.00
592, 16/12/10,.,.,.,7,.,11,13,.,.,.,21,23,25,6,100, 16.67
593, 20/12/10,.,.,.,7,.,.,.,.,17,19,21,.,.,4,64, 16.00
594, 23/12/10,1,.,5,.,.,.,.,.,17,19,21,.,.,5,63, 12.60
595, 27/12/10,.,3,.,.,.,.,13,.,.,.,.,23,.,3,39, 13.00
596, 30/12/10,1,.,5,.,.,.,13,15,.,.,21,.,.,5,55, 11.00
597, 03/01/11,.,.,.,7,.,.,13,15,.,19,21,23,.,6,98, 16.33
598, 06/01/11,.,.,.,.,9,.,13,.,17,.,.,23,.,4,62, 15.50
599, 10/01/11,1,3,.,.,.,11,.,15,17,19,.,.,25,7,91, 13.00
600, 13/01/11,.,.,.,7,.,.,13,15,.,.,21,.,.,4,56, 14.00
601, 17/01/11,.,.,.,.,.,.,.,15,17,.,21,23,.,4,76, 19.00
602, 20/01/11,.,3,.,.,.,.,.,15,17,19,21,.,.,5,75, 15.00
603, 24/01/11,1,3,.,7,9,11,.,.,17,.,.,.,25,7,73, 10.43
604, 27/01/11,.,3,5,.,.,11,.,.,17,.,21,23,.,6,80, 13.33
605, 31/01/11,1,.,.,.,9,.,.,15,.,19,.,.,.,4,44, 11.00
606, 03/02/11,1,.,5,.,9,11,13,.,17,19,21,.,.,8,96, 12.00
607, 07/02/11,1,.,.,.,.,11,13,.,.,.,.,23,.,4,48, 12.00
608, 10/02/11,.,.,.,.,9,11,.,15,.,.,21,.,.,4,56, 14.00
609, 14/02/11,.,3,5,.,.,.,13,.,17,.,21,.,.,5,59, 11.80
610, 17/02/11,.,3,5,.,9,11,.,.,17,19,.,23,.,7,87, 12.43
611, 21/02/11,1,.,.,7,.,11,.,15,17,.,.,.,25,6,76, 12.67
612, 24/02/11,.,.,5,.,.,11,.,.,.,.,21,.,.,3,37, 12.33
613, 28/02/11,1,3,.,.,9,.,.,15,.,19,21,.,.,6,68, 11.33
614, 03/03/11,.,3,.,.,.,.,.,15,.,.,21,.,25,4,64, 16.00
615, 05/03/11,.,3,5,.,9,.,13,15,.,.,.,.,.,5,45, 9.00
616, 10/03/11,.,3,5,7,.,11,13,.,.,.,.,23,.,6,62, 10.33
617, 14/03/11,.,.,.,.,9,11,13,.,17,.,.,23,.,5,73, 14.60
618, 17/03/11,.,3,.,.,.,11,.,15,.,.,.,23,25,5,77, 15.40
619, 21/03/11,.,.,5,.,.,11,.,15,.,.,.,.,.,3,31, 10.33
620, 24/03/11,.,3,.,.,9,.,13,.,17,.,.,23,25,6,90, 15.00
621, 28/03/11,.,.,.,7,.,11,13,.,17,19,21,23,.,7,111, 15.86
622, 31/03/11,1,.,.,.,.,.,.,.,.,19,.,23,25,4,68, 17.00
623, 04/04/11,.,.,.,7,.,.,13,.,17,19,21,.,.,5,77, 15.40
624, 07/04/11,.,3,.,.,.,.,13,15,.,19,.,23,25,6,98, 16.33
625, 11/04/11,.,.,5,7,9,.,.,.,.,19,21,.,25,6,86, 14.33
626, 14/04/11,.,.,.,.,.,.,.,15,.,.,.,.,25,2,40, 20.00
627, 18/04/11,.,.,5,7,9,11,13,.,.,19,.,.,.,6,64, 10.67
628, 20/04/11,1,.,5,.,.,.,.,.,17,.,21,.,.,4,44, 11.00
629, 25/04/11,.,3,.,.,.,11,13,.,.,.,.,23,.,4,50, 12.50
630, 28/04/11,.,3,5,.,9,11,.,15,.,19,21,.,.,7,83, 11.86
